STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
160200,99999, 19851201,   33.6, 6,   27.5, 6, 1030.7, 5, 9999.9, 0,   7.4, 6,   0.0, 6, 999.9, 999.9,   48.7 ,  23.4*, 0.00B,999.9, 000000,
160200,99999, 19851202,   30.1, 6,   27.4, 6, 1034.1, 6, 9999.9, 0,   5.5, 6,   0.0, 6, 999.9, 999.9,   47.1 ,  24.8 , 0.00D,999.9, 000000,
160200,99999, 19851203,   33.3, 6,   28.9, 6, 1032.5, 5, 9999.9, 0,   2.9, 6,   0.0, 6, 999.9, 999.9,   47.5 ,  24.8*, 0.00C,999.9, 000000,
160200,99999, 19851204,   30.9, 8,   27.5, 8, 1032.7, 8, 9999.9, 0,   1.4, 8,   0.0, 8, 999.9, 999.9,   43.5 ,  23.2 , 0.00D,999.9, 000000,
160200,99999, 19851205,   37.4, 9,   31.6, 9, 1028.1, 7, 9999.9, 0,   1.8, 9,   0.0, 9, 999.9, 999.9,   41.0 ,  28.4 , 0.00C,999.9, 000000,
160200,99999, 19851206,   38.4, 8,   32.9, 8, 1022.5, 8, 9999.9, 0,   1.4, 8,   0.2, 8,   1.9, 999.9,   47.8 ,  34.2*, 0.00D,999.9, 000000,
160200,99999, 19851207,   40.8, 8,   35.3, 8, 1021.2, 8, 9999.9, 0,   1.6, 8,   0.0, 8, 999.9, 999.9,   50.5 ,  32.9 , 0.00D,999.9, 000000,
160200,99999, 19851208,   42.0, 8,   38.3, 8, 1019.5, 8, 9999.9, 0,   1.6, 8,   0.0, 8, 999.9, 999.9,   49.6 ,  39.0 , 0.00D,999.9, 010000,
160200,99999, 19851209,   42.4, 8,   38.9, 8, 1019.9, 8, 9999.9, 0,   0.8, 8,   0.0, 8, 999.9, 999.9,   47.3 ,  38.5 , 0.00F,999.9, 010000,
160200,99999, 19851210,   41.9, 8,   38.4, 8, 1017.5, 8, 9999.9, 0,   0.8, 8,   0.0, 8, 999.9, 999.9,   43.7 ,  40.5 , 0.31E,999.9, 110000,
160200,99999, 19851211,   41.1, 9,   32.3, 8, 1020.4, 6, 9999.9, 0,   8.4, 9,   0.0, 8, 999.9, 999.9,   50.0*,  33.8 , 0.04E,999.9, 000000,
160200,99999, 19851212,   36.2, 8,   19.8, 8, 1028.2, 8, 9999.9, 0,  17.9, 8,   2.5, 8,   9.9, 999.9,   48.2 ,  25.7 , 0.00D,999.9, 000000,
160200,99999, 19851213,   34.9,11,   23.7,11, 1031.6, 8, 9999.9, 0,   9.0,11,   0.2,11,   1.9, 999.9,   44.1 ,  27.0*, 0.00D,999.9, 000000,
160200,99999, 19851214,   34.2,18,   27.0,18, 1029.0, 8, 9999.9, 0,   8.1,18,   0.0,18, 999.9, 999.9,   48.2 ,  24.8 , 0.00D,999.9, 000000,
160200,99999, 19851215,   34.3,17,   28.0,17, 1029.5, 8, 9999.9, 0,   9.5,17,   0.0,17, 999.9, 999.9,   50.5 ,  25.3 , 0.00D,999.9, 000000,
160200,99999, 19851216,   36.2,16,   29.7,16, 1025.6, 8, 9999.9, 0,   9.2,16,   0.2,16,   1.9, 999.9,   50.4 ,  23.0*, 0.00D,999.9, 000000,
160200,99999, 19851217,   30.3,10,   28.0,10, 1021.0, 8, 9999.9, 0,   4.7,10,   0.0,10, 999.9, 999.9,   39.7 ,  23.5 , 0.00D,999.9, 000000,
160200,99999, 19851218,   34.9,11,   29.2,11, 1019.2, 8, 9999.9, 0,   9.0,11,   0.0,11, 999.9, 999.9,   50.0 ,  22.6 , 0.00D,999.9, 000000,
160200,99999, 19851219,   39.6,18,   27.2,18, 1019.6, 8, 9999.9, 0,   7.8,18,   0.1,18,   1.9, 999.9,   59.5 ,  26.6*, 0.00D,999.9, 000000,
160200,99999, 19851220,   41.1, 8,   27.7, 8, 1022.3, 8, 9999.9, 0,  11.8, 8,   0.8, 8,   6.0, 999.9,   54.1 ,  30.2*, 0.00D,999.9, 000000,
160200,99999, 19851221,   36.5, 8,   29.3, 8, 1025.6, 8, 9999.9, 0,  11.0, 8,   1.3, 8,   6.0, 999.9,   50.2 ,  28.9*, 0.00D,999.9, 000000,
160200,99999, 19851222,   31.7, 8,   24.1, 8, 1028.1, 8, 9999.9, 0,   9.0, 8,   0.0, 8, 999.9, 999.9,   48.0 ,  23.0 , 0.00D,999.9, 000000,
160200,99999, 19851223,   27.3, 9,   20.2, 9, 1023.9, 7, 9999.9, 0,  13.5, 9,   0.0, 8, 999.9, 999.9,   37.9 ,  20.1*, 0.00D, 17.3, 000000,
160200,99999, 19851224,   25.2,19,   20.1,18, 1022.7, 8, 9999.9, 0,   5.2,19,   0.0,19, 999.9, 999.9,   38.1 ,  15.6 , 0.00D,999.9, 000000,
160200,99999, 19851225,   31.7,19,   22.0,19, 1018.8, 8, 9999.9, 0,   4.3,19,   0.1,19,   1.9, 999.9,   35.6 ,  19.4 , 0.00D,999.9, 000000,
160200,99999, 19851226,   32.8,17,   29.9,17, 1010.3, 8, 9999.9, 0,   0.9,17,   0.0,17, 999.9, 999.9,   39.4 ,  28.4*, 0.31F,  3.9, 001000,
160200,99999, 19851227,   35.3,14,   31.4,14, 1012.0, 7, 9999.9, 0,   1.3,14,   0.0,14, 999.9, 999.9,   39.0 ,  30.7*, 0.00C,  1.6, 000000,
160200,99999, 19851228,   33.4,16,   30.8,16, 1011.6, 8, 9999.9, 0,   0.9,16,   0.0,16, 999.9, 999.9,   35.2*,  32.0*, 0.12E,  0.8, 011000,
160200,99999, 19851229,   34.3,18,   31.9,18, 1001.3, 8, 9999.9, 0,   0.3,18,   0.0,18, 999.9, 999.9,   39.0 ,  32.0 , 0.24E,  0.4, 110000,
160200,99999, 19851230,   40.9,17,   32.6,17, 1007.8, 8, 9999.9, 0,   4.1,17,   1.3,17,   6.0,  15.9,   45.1 ,  32.9 , 0.04E,  0.4, 110000,
160200,99999, 19851231,   39.5,15,   34.7,15, 1005.4, 7, 9999.9, 0,   3.7,14,   0.0,15, 999.9, 999.9,   46.4*,  36.9 , 0.08E,999.9, 010000,
160200,99999, 19860101,   37.4,19,   34.2,18, 1003.5, 7, 9999.9, 0,   1.4,19,   0.0,19, 999.9, 999.9,   39.2*,  35.6*, 0.08E,999.9, 011000,
160200,99999, 19860102,   35.3,19,   30.5,18, 1005.3, 8, 9999.9, 0,   1.5,19,   0.0,19, 999.9, 999.9,   37.8 ,  33.1 , 0.00D,999.9, 000000,
160200,99999, 19860103,   35.1,19,   29.4,19, 1008.6, 7, 9999.9, 0,   3.1,19,   0.1,19,   1.9, 999.9,   39.2 ,  32.0 , 0.00D,999.9, 000000,
160200,99999, 19860104,   37.1,18,   25.0,18, 1009.9, 7, 9999.9, 0,   5.6,18,   2.6,18,  12.0,  24.1,   44.6*,  32.0*, 0.00C,999.9, 000000,
160200,99999, 19860105,   29.4,18,   16.2,18, 1016.3, 8, 9999.9, 0,   9.1,18,   0.0,18, 999.9, 999.9,   37.4 ,  22.5 , 0.00D,999.9, 000000,
160200,99999, 19860106,   27.4,16,   24.9,16, 1008.2, 7, 9999.9, 0,   4.3,16,   0.5,16,   4.1, 999.9,   29.1 ,  25.0*, 0.20E,  2.4, 001000,
160200,99999, 19860107,   35.8,16,   22.7,16, 1011.6, 7, 9999.9, 0,   8.6,16,   0.7,16,   9.9, 999.9,   46.4 ,  25.0*, 0.00C,  1.2, 000000,
160200,99999, 19860108,   28.5,16,   19.6,16, 1015.4, 8, 9999.9, 0,   8.9,16,   0.0,16, 999.9, 999.9,   37.0 ,  21.2*, 0.00D,  1.2, 000000,
160200,99999, 19860109,   31.2,18,   24.6,18, 1018.8, 8, 9999.9, 0,   6.2,18,   0.0,18, 999.9, 999.9,   39.7 ,  24.4*, 0.00D,  0.4, 000000,
160200,99999, 19860110,   29.9,19,   23.5,18, 1026.9, 8, 9999.9, 0,   4.0,19,   0.6,19,   6.0, 999.9,   44.1 ,  18.7 , 0.00D,  0.4, 000000,
160200,99999, 19860111,   33.5,19,   28.0,19, 1022.3, 8, 9999.9, 0,   3.4,19,   0.0,19, 999.9, 999.9,   42.8 ,  24.8*, 0.00D,999.9, 010000,
160200,99999, 19860112,   33.8,17,   26.6,17, 1017.4, 7, 9999.9, 0,   5.2,17,   0.0,17, 999.9, 999.9,   43.3 ,  23.4 , 0.02E,999.9, 000000,
160200,99999, 19860113,   30.1,14,   25.0,14, 1020.2, 8, 9999.9, 0,   4.9,14,   0.0,14, 999.9, 999.9,   34.0 ,  21.2 , 0.00D,999.9, 000000,
160200,99999, 19860114,   32.0,15,   26.7,15, 1014.5, 7, 9999.9, 0,   3.2,15,   0.0,15, 999.9, 999.9,   43.3 ,  22.1*, 0.00D,999.9, 000000,
160200,99999, 19860115,   35.9,19,   27.5,19, 1004.4, 8, 9999.9, 0,   4.3,19,   1.2,19,   6.0, 999.9,   52.5 ,  26.6 , 0.00D,999.9, 000000,
160200,99999, 19860116,   34.7,19,   24.0,19, 1009.3, 8, 9999.9, 0,   7.9,19,   0.7,19,   6.0, 999.9,   50.5 ,  24.4 , 0.00D,999.9, 000000,
160200,99999, 19860117,   34.2, 5,   17.2, 5, 1016.4, 5, 9999.9, 0,   9.8, 5,   1.6, 5,   6.0, 999.9,   40.6*,  29.7 , 0.00C,999.9, 000000,
160200,99999, 19860118,   31.7,13,   18.1,13, 1026.8, 8, 9999.9, 0,  10.7,13,   0.5,13,   6.0, 999.9,   45.0*,  24.8 , 0.00D,999.9, 000000,
160200,99999, 19860119,   29.5,19,   22.1,19, 1023.4, 8, 9999.9, 0,   8.9,19,   0.2,19,   4.1, 999.9,   41.0*,  19.4*, 0.00D,999.9, 000000,
160200,99999, 19860120,   39.3,19,   25.1,19, 1019.8, 8, 9999.9, 0,   6.8,19,   1.3,19,   8.0, 999.9,   56.3 ,  26.6*, 0.00D,999.9, 000000,
160200,99999, 19860121,   32.7,15,   22.0,15, 1026.5, 8, 9999.9, 0,  11.5,15,   0.0,15, 999.9, 999.9,   47.1 ,  24.8 , 0.00D,999.9, 000000,
160200,99999, 19860122,   32.4,15,   25.3,15, 1019.9, 8, 9999.9, 0,   7.2,15,   0.0,15, 999.9, 999.9,   39.2*,  24.4 , 0.00D,999.9, 000000,
160200,99999, 19860123,   34.0,17,   27.3,17, 1010.0, 8, 9999.9, 0,   4.5,17,   0.0,17, 999.9, 999.9,   42.8 ,  27.9 , 0.00D,999.9, 000000,
160200,99999, 19860124,   35.4,18,   27.7,18,  996.0, 8, 9999.9, 0,   4.0,18,   1.2,18,   6.0, 999.9,   44.6*,  31.8*, 0.00E,  1.2, 111010,
160200,99999, 19860125,   34.5,17,   15.3,17, 1011.4, 7, 9999.9, 0,  11.0,17,   3.3,17,   9.9,  18.1,   44.6 ,  24.3*, 0.00C,  0.4, 000000,
160200,99999, 19860126,   30.5,18,   17.0,18, 1020.6, 8, 9999.9, 0,  12.3,18,   0.7,18,   6.0, 999.9,   43.2 ,  19.4 , 0.00D,  0.4, 000000,
160200,99999, 19860127,   26.6,16,   14.2,16, 1021.4, 8, 9999.9, 0,  11.4,16,   0.0,16, 999.9, 999.9,   36.0 ,  17.6 , 0.00D,999.9, 000000,
160200,99999, 19860128,   23.3,15,   14.4,14, 1023.2, 8, 9999.9, 0,  10.1,15,   0.0,15, 999.9, 999.9,   34.5 ,  15.8*, 0.00C,999.9, 000000,
160200,99999, 19860129,   24.7,16,   21.6,16, 1019.8, 8, 9999.9, 0,   3.5,16,   0.0,16, 999.9, 999.9,   30.2*,  19.9 , 0.16E,  1.6, 101000,
160200,99999, 19860130,   28.2,15,   26.9,15, 1009.1, 8, 9999.9, 0,   0.3,15,   0.0,15, 999.9, 999.9,   32.0*,  24.4 , 0.04E,  8.3, 101000,
160200,99999, 19860131,   31.9,18,   30.1,18, 1003.4, 7, 9999.9, 0,   0.2,18,   0.0,18, 999.9, 999.9,   34.3 ,  29.5 ,99.99 , 11.0, 111000,
160200,99999, 19860201,   34.8,18,   32.3,18,  998.3, 8, 9999.9, 0,   2.2,18,   0.1,18,   1.9, 999.9,   41.0 ,  32.0 ,99.99 , 11.0, 011000,
160200,99999, 19860202,   34.4,18,   32.4,18, 1005.2, 8, 9999.9, 0,   0.3,18,   0.0,18, 999.9, 999.9,   38.3 ,  32.0*, 0.00B, 10.6, 100000,
160200,99999, 19860203,   36.4,15,   33.0,15, 1011.0, 7, 9999.9, 0,   0.9,15,   0.0,15, 999.9, 999.9,   41.0 ,  30.6 , 0.00D,  9.1, 100000,
160200,99999, 19860204,   35.2,18,   31.5,18, 1014.1, 7, 9999.9, 0,   1.3,18,   0.0,18, 999.9, 999.9,   37.4*,  32.9 , 0.00D,  8.7, 011000,
160200,99999, 19860205,   34.1,18,   28.9,18, 1010.5, 8, 9999.9, 0,   3.7,18,   0.2,18,   1.9, 999.9,   41.0*,  32.0*, 0.00D,  8.3, 100000,
160200,99999, 19860206,   33.9,17,   24.5,17, 1009.6, 8, 9999.9, 0,   3.4,17,   0.1,17,   1.9, 999.9,   41.4 ,  29.8 , 0.00D,  7.9, 000000,
160200,99999, 19860207,   32.3,17,   23.1,17, 1009.0, 8, 9999.9, 0,   4.3,17,   0.2,17,   1.9, 999.9,   39.9 ,  27.3 , 0.00D,  7.9, 001000,
160200,99999, 19860208,   32.0,16,   18.7,16, 1004.2, 8, 9999.9, 0,   2.0,16,   1.9,16,   8.0, 999.9,   37.8 ,  27.5 , 0.00D,  7.9, 001000,
160200,99999, 19860209,   23.2,18,    0.4,18, 1006.9, 8, 9999.9, 0,   4.1,18,  11.3,18,  18.1,  26.0,   27.0*,  21.2*, 0.00D,  7.9, 000000,
160200,99999, 19860210,   22.6,12,    5.4,12, 1011.1, 8, 9999.9, 0,   3.3,12,   1.3,12,  14.0, 999.9,   32.9 ,  17.6 , 0.00C,  7.9, 000000,
160200,99999, 19860211,   27.4, 8,   16.0, 8, 1018.9, 8, 9999.9, 0,   1.6, 8,   0.0, 8, 999.9, 999.9,   38.3 ,  18.0 , 0.00D,  7.9, 000000,
160200,99999, 19860212,   32.3,14,   18.6,14, 1022.3, 8, 9999.9, 0,   3.4,14,   0.0,14, 999.9, 999.9,   45.1 ,  19.6 , 0.00D,  7.1, 000000,
160200,99999, 19860213,   26.9,11,   19.6,11, 1021.1, 8, 9999.9, 0,   4.3,11,   0.0,11, 999.9, 999.9,   40.8 ,  17.6*, 0.00D,  6.7, 000000,
160200,99999, 19860214,   28.0,12,   19.6,12, 1018.8, 6, 9999.9, 0,   4.7,12,   0.0,12, 999.9, 999.9,   36.1 ,  20.7 , 0.00D,  6.3, 000000,
160200,99999, 19860215,   31.5, 8,   24.8, 8, 1014.8, 8, 9999.9, 0,   3.3, 8,   0.0, 8, 999.9, 999.9,   39.6 ,  27.3 , 0.00E,  5.9, 001000,
160200,99999, 19860216,   33.5,10,   25.9,10, 1008.0, 8, 9999.9, 0,   5.5,10,   0.0,10, 999.9, 999.9,   43.9 ,  26.6 , 0.00D,  5.5, 000000,
160200,99999, 19860217,   32.8,11,   29.4,11, 1005.9, 8, 9999.9, 0,   3.4,11,   0.0,11, 999.9, 999.9,   36.5 ,  30.2*, 0.04E,  5.9, 001000,
160200,99999, 19860218,   33.6,13,   31.2,13, 1002.2, 7, 9999.9, 0,   1.0,13,   0.0,13, 999.9, 999.9,   39.9 ,  28.4 , 0.00D,  5.5, 100000,
160200,99999, 19860219,   36.4,16,   33.8,15, 1002.4, 8, 9999.9, 0,   0.8,16,   0.0,16, 999.9, 999.9,   42.1 ,  33.6 , 0.01E,  4.7, 110000,
160200,99999, 19860220,   41.8,17,   28.2,17, 1003.5, 8, 9999.9, 0,   2.8,17,   0.0,17, 999.9, 999.9,   50.7 ,  34.5 , 0.02E,  3.9, 000000,
160200,99999, 19860221,   36.6,17,   24.4,17, 1008.5, 7, 9999.9, 0,   4.3,17,   0.2,17,   1.9, 999.9,   42.8*,  30.4 , 0.00C,  3.9, 000000,
160200,99999, 19860222,   38.9,18,   25.3,18, 1010.0, 7, 9999.9, 0,   5.0,18,   0.0,18, 999.9, 999.9,   50.0*,  32.0 , 0.00C,  3.1, 000000,
160200,99999, 19860223,   38.2,17,   26.9,17, 1007.9, 9, 9999.9, 0,   5.6,17,   0.0,17, 999.9, 999.9,   49.5 ,  28.4 , 0.00D,  2.8, 000000,
160200,99999, 19860224,   41.8,18,   32.1,18, 1004.1, 7, 9999.9, 0,   5.8,18,   0.6,18,   9.9,  22.0,   52.2 ,  32.9 , 0.00D,  2.8, 000000,
160200,99999, 19860225,   39.6,17,   22.0,17, 1011.3, 8, 9999.9, 0,   6.4,17,   3.5,17,   9.9,  20.0,   46.4 ,  32.0*, 0.00D,  2.8, 000000,
160200,99999, 19860226,   34.3,17,   21.4,17, 1022.0, 7, 9999.9, 0,   4.9,17,   3.3,17,   9.9, 999.9,   41.0 ,  28.4*, 0.00D,  2.4, 000000,
160200,99999, 19860227,   33.9,16,   21.7,16, 1029.7, 8, 9999.9, 0,   2.6,16,   0.5,16,   4.1, 999.9,   40.1 ,  29.8 , 0.00D,  2.4, 000000,
160200,99999, 19860228,   32.0,18,   24.0,18, 1027.5, 8, 9999.9, 0,   2.4,17,   0.9,18,   6.0, 999.9,   38.7 ,  23.0*, 0.00D,  2.4, 000000,
160200,99999, 19860301,   31.7,17,   28.1,17, 1022.7, 7, 9999.9, 0,   1.8,17,   0.4,17,   4.1, 999.9,   35.1 ,  27.0 , 0.00H,  2.4, 001000,
160200,99999, 19860302,   33.8, 5,   31.0, 5, 1010.6, 5, 9999.9, 0,   0.7, 5,   0.8, 5,   4.1, 999.9,   40.8*,  29.7 , 0.01E,  2.4, 001000,
160200,99999, 19860303,   44.9, 8,   36.8, 8, 1009.4, 8, 9999.9, 0,   1.9, 8,   1.0, 8,   8.0, 999.9,   70.3*,  32.0 , 0.00D,  1.2, 010000,
160200,99999, 19860304,   44.7, 7,   33.1, 7, 1011.7, 7, 9999.9, 0,   6.2, 7,   1.0, 6,   6.0, 999.9,   57.2 ,  33.8 , 0.20E,  0.4, 000000,
160200,99999, 19860305,   41.1, 5,   31.7, 5, 1015.9, 5, 9999.9, 0,   9.6, 5,   1.2, 5,   6.0, 999.9,   56.1 ,  31.6 , 0.00D,999.9, 000000,
160200,99999, 19860306,   39.7, 7,   33.2, 7, 1015.9, 7, 9999.9, 0,   3.2, 7,   0.0, 7, 999.9, 999.9,   50.5 ,  30.2 , 0.00C,999.9, 000000,
160200,99999, 19860307,   44.2, 8,   37.8, 8, 1016.7, 8, 9999.9, 0,   1.0, 8,   0.0, 8, 999.9, 999.9,   62.8*,  37.4 , 0.00D,999.9, 000000,
160200,99999, 19860308,   42.2, 7,   38.8, 6, 1018.6, 7, 9999.9, 0,   3.7, 7,   0.9, 7,   6.0, 999.9,   46.0*,  38.8 , 0.02E,999.9, 010000,
160200,99999, 19860309,   43.5, 6,   40.0, 6, 1017.9, 6, 9999.9, 0,   2.1, 6,   0.0, 6, 999.9, 999.9,   49.6 ,  39.2 , 0.16F,999.9, 010000,
160200,99999, 19860310,   49.0, 9,   39.9, 9, 1018.0, 8, 9999.9, 0,   5.0, 9,   0.0, 9, 999.9, 999.9,   63.1 ,  39.6 , 0.01E,999.9, 110000,
160200,99999, 19860311,   50.8,17,   37.5,17, 1017.0, 8, 9999.9, 0,   7.1,17,   1.5,17,   6.0, 999.9,   65.1 ,  37.4*, 0.00D,999.9, 000000,
160200,99999, 19860312,   50.7,16,   36.6,16, 1014.7, 7, 9999.9, 0,   6.5,16,   3.4,16,   8.0, 999.9,   62.4 ,  35.6 , 0.00D,999.9, 000000,
160200,99999, 19860313,   46.4,14,   40.8,14, 1016.0, 7, 9999.9, 0,   3.1,14,   0.0,14, 999.9, 999.9,   50.4 ,  42.8*, 0.20E,999.9, 010000,
160200,99999, 19860314,   51.0,19,   39.2,18, 1022.7, 8, 9999.9, 0,   5.0,19,   1.5,19,   6.0, 999.9,   61.3 ,  41.0*, 0.01E,999.9, 010000,
160200,99999, 19860315,   50.6,19,   37.8,19, 1025.5, 8, 9999.9, 0,   5.3,19,   1.5,19,   8.0, 999.9,   61.7 ,  42.3 , 0.00E,999.9, 010000,
160200,99999, 19860316,   52.9,19,   37.4,19, 1022.9, 8, 9999.9, 0,   4.6,19,   1.1,19,   6.0, 999.9,   64.8 ,  44.4 , 0.00D,999.9, 000000,
160200,99999, 19860317,   48.1,16,   36.4,16, 1024.5, 8, 9999.9, 0,   5.6,16,   3.8,16,  21.0, 999.9,   61.3 ,  39.2*, 0.00D,999.9, 000000,
160200,99999, 19860318,   47.5,17,   34.4,17, 1023.6, 8, 9999.9, 0,   2.6,17,   4.2,17,  12.0, 999.9,   59.0 ,  36.9 , 0.00D,999.9, 000000,
160200,99999, 19860319,   46.4,16,   31.7,16, 1023.4, 7, 9999.9, 0,   2.4,16,   3.0,16,   8.0, 999.9,   51.8*,  42.8*, 0.00C,999.9, 000000,
160200,99999, 19860320,   44.4,13,   33.6,13, 1022.3, 8, 9999.9, 0,   3.2,13,   1.5,13,   9.9, 999.9,   60.1 ,  35.6*, 0.00D,999.9, 000000,
160200,99999, 19860321,   46.8,11,   34.0,11, 1019.5, 8, 9999.9, 0,   3.9,11,   2.7,11,   9.9, 999.9,   55.8 ,  42.1 , 0.00D,999.9, 000000,
160200,99999, 19860322,   51.6, 9,   18.1, 9, 1022.9, 7, 9999.9, 0,  13.5, 9,   5.4, 9,   8.0, 999.9,   58.5 ,  45.1*, 0.00C,999.9, 000000,
160200,99999, 19860323,   43.9, 8,   27.9, 8, 1018.3, 8, 9999.9, 0,   7.8, 8,   1.5, 8,   8.0, 999.9,   53.6 ,  31.6 , 0.00D,999.9, 000000,
160200,99999, 19860324,   41.1, 8,   34.8, 8, 1007.9, 8, 9999.9, 0,   2.1, 8,   1.3, 8,   6.0, 999.9,   49.6 ,  30.2 , 0.00D,999.9, 010000,
160200,99999, 19860325,   44.5, 8,   39.0, 8,  998.3, 8, 9999.9, 0,   4.8, 8,   0.2, 8,   1.9, 999.9,   52.2 ,  40.8 , 0.28E,999.9, 010000,
160200,99999, 19860326,   44.3,16,   30.1,16, 1010.0, 8, 9999.9, 0,   7.2,16,   1.5,16,  14.0,  25.1,   55.2 ,  29.8 , 0.00D,999.9, 000000,
160200,99999, 19860327,   46.2,17,   23.6,17, 1021.4, 8, 9999.9, 0,  11.6,17,   0.2,17,   1.9, 999.9,   62.6 ,  28.2 , 0.00D,999.9, 000000,
160200,99999, 19860328,   52.7,16,   31.4,16, 1021.2, 8, 9999.9, 0,  12.0,16,   3.0,16,   9.9,  21.0,   69.8*,  34.7 , 0.00D,999.9, 000000,
160200,99999, 19860329,   53.0,16,   40.4,15, 1014.8, 8, 9999.9, 0,   5.2,15,   0.6,16,   4.1, 999.9,   63.5 ,  41.0*, 0.00D,999.9, 000000,
160200,99999, 19860330,   50.6,19,   36.9,19, 1012.7, 8, 9999.9, 0,   7.1,19,   0.7,19,   4.1, 999.9,   62.6*,  42.3 , 0.51F,999.9, 010010,
160200,99999, 19860331,   51.4,17,   35.5,17, 1011.7, 8, 9999.9, 0,  11.7,17,   4.2,17,  15.9, 999.9,   66.9 ,  35.6*, 0.00D,999.9, 000000,
160200,99999, 19860401,   56.5, 8,   40.3, 7, 1012.4, 8, 9999.9, 0,  10.3, 8,   1.7, 8,   8.0, 999.9,   69.8 ,  46.4 , 0.00D,999.9, 000000,
160200,99999, 19860402,   56.5,12,   44.6,12, 1014.3, 8, 9999.9, 0,   4.9,12,   1.7,12,   9.9, 999.9,   66.2 ,  49.1*, 0.00D,999.9, 000000,
160200,99999, 19860403,   55.1,17,   47.3,17, 1010.1, 8, 9999.9, 0,   3.0,17,   1.2,17,   6.0, 999.9,   61.2 ,  48.2*, 0.00D,999.9, 000000,
160200,99999, 19860404,   50.5,15,   47.7,15, 1009.7, 8, 9999.9, 0,   1.7,15,   0.0,15, 999.9, 999.9,   51.8*,  48.2 , 0.05F,999.9, 010000,
160200,99999, 19860405,   52.6,14,   44.8,14, 1011.9, 8, 9999.9, 0,   3.2,14,   0.0,14, 999.9, 999.9,   62.6 ,  46.0 , 0.00D,999.9, 000000,
160200,99999, 19860406,   54.7, 7,   45.1, 7, 1014.8, 7, 9999.9, 0,   4.1, 7,   0.0, 7, 999.9, 999.9,   64.0*,  47.1*, 0.00C,999.9, 000000,
160200,99999, 19860407,   57.6, 7,   48.6, 7, 1016.6, 7, 9999.9, 0,   3.2, 7,   2.6, 7,  14.0, 999.9,   69.3 ,  50.0 , 0.00E,999.9, 010000,
160200,99999, 19860408,   55.3,14,   50.9,14, 1014.8, 8, 9999.9, 0,   4.4,14,   0.3,14,   1.9, 999.9,   60.1 ,  47.3 , 0.21F,999.9, 010000,
160200,99999, 19860409,   48.6,18,   45.6,18, 1006.5, 8, 9999.9, 0,   4.9,18,   1.4,18,   9.9,  22.0,   54.0 ,  44.4*, 0.67F,999.9, 010010,
160200,99999, 19860410,   49.9,16,   40.3,16, 1001.1, 7, 9999.9, 0,   5.2,16,   0.8,16,   4.1, 999.9,   58.5 ,  42.8 , 0.09F,999.9, 010000,
160200,99999, 19860411,   47.7,17,   40.2,17, 1006.1, 8, 9999.9, 0,   5.5,17,   0.2,17,   1.9, 999.9,   50.4 ,  44.6*, 0.00E,999.9, 010000,
160200,99999, 19860412,   39.7,18,   36.3,18, 1004.2, 7, 9999.9, 0,   2.1,17,   0.6,18,   8.0, 999.9,   41.5 ,  37.4*, 0.24F,999.9, 010000,
160200,99999, 19860413,   41.7,11,   21.3,11, 1003.9, 8, 9999.9, 0,   7.3,11,   4.2,10,   8.0, 999.9,   50.4 ,  36.3 , 0.04E,999.9, 000000,
160200,99999, 19860414,   46.6,16,   20.7,15, 1009.3, 5, 9999.9, 0,   8.7,16,   3.4,16,  12.0, 999.9,   57.2 ,  32.0*, 0.00C,999.9, 000000,
160200,99999, 19860415,   45.5,14,   35.8,14, 1011.4, 8, 9999.9, 0,   4.4,14,   1.8,14,   9.9, 999.9,   54.0 ,  37.4*, 0.00D,999.9, 000000,
160200,99999, 19860416,   50.7,15,   39.2,15, 1009.5, 8, 9999.9, 0,   4.6,15,   4.3,15,  12.0,  26.0,   63.9 ,  41.0*, 0.00D,999.9, 000000,
160200,99999, 19860417,   50.3,14,   44.1,14, 1009.1, 8, 9999.9, 0,   5.2,14,   3.6,14,  12.0, 999.9,   54.3 ,  47.1*, 0.04E,999.9, 010000,
160200,99999, 19860418,   47.3,18,   41.9,18, 1004.3, 7, 9999.9, 0,   4.0,18,   0.8,18,   6.0, 999.9,   57.9 ,  42.1*, 0.67F,999.9, 010010,
160200,99999, 19860419,   49.8,17,   30.6,17, 1003.6, 8, 9999.9, 0,  12.0,17,   1.8,17,   9.9, 999.9,   61.7 ,  34.5 , 0.00D,999.9, 000000,
160200,99999, 19860420,   48.6,17,   26.8,17, 1010.3, 8, 9999.9, 0,  12.4,17,   1.2,17,   8.0, 999.9,   60.1 ,  33.6 , 0.00D,999.9, 000000,
160200,99999, 19860421,   54.7,17,   38.2,17, 1013.2, 7, 9999.9, 0,  10.4,17,   5.1,17,  18.1,  27.0,   68.2 ,  37.0 , 0.00D,999.9, 000000,
160200,99999, 19860422,   54.9,16,   47.1,16, 1013.7, 9, 9999.9, 0,   4.6,16,   4.0,16,  12.0, 999.9,   60.4 ,  42.8*, 0.00F,999.9, 010000,
160200,99999, 19860423,   54.2,18,   50.8,18, 1014.9, 8, 9999.9, 0,   2.5,18,   1.6,17,   4.1, 999.9,   61.2 ,  50.0 , 0.06F,999.9, 010000,
